Sample Number,Date/Time,CHANNEL0,CHANNEL1,CHANNEL2,CHANNEL3,CHANNEL4,CHANNEL5,CHANNEL6,CHANNEL7,Events
1136,42:36.5,46.6285,38.8556,37.4055,43.1461,-1.4536,2.4606,0.2324,3.8179,
1137,42:37.5,46.6222,38.8774,37.4,43.1688,-1.5064,2.3606,0.3585,3.8254,
1138,42:38.5,46.6267,38.8957,37.3909,43.1715,-1.463,2.3401,0.5229,3.8721,
1139,42:39.5,46.6403,38.9539,37.379,43.1588,-1.4479,2.442,0.5911,3.9095,
1140,42:40.5,46.6521,38.9539,37.3782,43.1897,-1.4291,2.4177,0.7396,3.9441,
1141,42:41.5,46.6512,38.9348,37.3827,43.2024,-1.4498,2.4289,0.8144,3.9609,
1142,42:42.5,46.6928,38.9667,37.3827,43.2242,-1.48,2.4074,0.9479,3.974,
1143,42:43.5,46.7191,39.0013,37.4028,43.2306,-1.496,2.2682,1.0834,4.0113,
1144,42:44.5,46.7236,38.9831,37.4119,43.2442,-1.4488,2.4579,1.1825,4.0656,
1145,42:45.5,46.7318,39.015,37.4092,43.2587,-1.4375,2.3822,1.3058,4.1057,
1146,42:46.5,46.729,39.066,37.391,43.2514,-1.3688,2.5046,1.444,4.1282,
1147,42:47.5,46.7453,39.066,37.391,43.2696,-1.3688,2.4429,1.4945,4.1562,
1148,42:48.5,46.7489,39.0459,37.4019,43.2841,-1.4169,2.3289,1.5421,4.172,
1149,42:49.5,46.7508,39.0614,37.3882,43.2868,-1.414,2.3084,1.6776,4.229,
1150,42:50.5,46.7616,39.0687,37.3983,43.2995,-1.4225,2.3131,1.7944,4.2533,
1151,42:51.5,46.7779,39.0933,37.3919,43.3203,-1.4413,2.3205,1.8981,4.301,
1152,42:52.5,46.7761,39.0978,37.4028,43.3185,-1.4375,2.3187,1.9597,4.3365,
1153,42:53.5,46.7779,39.1133,37.4165,43.3067,-1.4583,2.2308,1.9971,4.3626,
1154,42:54.5,46.7942,39.1224,37.4147,43.3203,-1.463,2.1112,2.0848,4.3971,
1155,42:55.5,46.8041,39.1461,37.4356,43.3394,-1.4339,2.3681,2.1801,4.4018,
1156,42:56.5,46.8231,39.1415,37.4748,43.3476,-1.3811,2.3279,2.2791,4.4615,
1157,42:57.5,46.8258,39.1215,37.4721,43.3584,-1.4019,2.3615,2.2791,4.484,
1158,42:58.5,46.8258,39.1697,37.4612,43.3566,-1.4169,2.3232,2.3669,4.5232,
1159,42:59.5,46.8502,39.126,37.5004,43.3521,-1.3444,2.2924,2.4622,4.5643,
1160,43:00.5,46.8538,39.1351,37.5058,43.3893,-1.3736,2.2223,2.5566,4.6129,
1161,43:01.5,46.8656,39.1715,37.4766,43.3811,-1.4189,2.1317,2.5986,4.6371,
1162,43:02.5,46.8773,39.2115,37.4411,43.3774,-1.385,2.2316,2.6331,4.6679,
1163,43:03.5,46.8873,39.2197,37.4575,43.3883,-1.4001,2.0914,2.6752,4.6801,
1164,43:04.5,46.9063,39.2079,37.4593,43.3983,-1.4331,2.2016,2.7452,4.6903,
1165,43:05.5,46.9343,39.2024,37.452,43.4028,-1.4095,2.3091,2.8293,4.738,
1166,43:06.5,46.9361,39.2042,37.4629,43.4001,-1.3784,2.0308,2.8864,4.7978,
1167,43:07.5,46.9333,39.237,37.4437,43.3837,-1.3802,2.0429,2.9499,4.8604,
1168,43:08.5,46.9378,39.2178,37.4401,43.3828,-1.335,2.0467,2.9826,4.8604,
1169,43:09.5,46.936,39.2151,37.4273,43.3855,-1.3012,2.2737,3.0228,4.8781,
1170,43:10.5,46.9477,39.2114,37.4236,43.4209,-1.3162,2.1952,3.0648,4.9304,
1171,43:11.5,46.9468,39.256,37.4118,43.4018,-1.32,2.1821,3.1171,4.9603,
1172,43:12.5,46.9432,39.2706,37.4209,43.4127,-1.3435,2.198,3.19,5.0052,
1173,43:13.5,46.9703,39.286,37.4318,43.4317,-1.3595,2.2214,3.219,5.0323,
1174,43:14.5,46.9857,39.3024,37.4519,43.4281,-1.352,2.1083,3.276,5.051,
1175,43:15.5,47.0147,39.2615,37.4619,43.4326,-1.3407,2.1139,3.2946,5.1023,
1176,43:16.5,47.0128,39.3197,37.4756,43.4444,-1.3794,2.1278,3.3282,5.0976,
1177,43:17.5,47.0255,39.3306,37.4546,43.449,-1.4011,2.0942,3.3992,5.1303,
1178,43:18.5,47.0526,39.3252,37.4792,43.4598,-1.4095,2.054,3.4459,5.1798,
1179,43:19.5,47.0626,39.3406,37.4637,43.4789,-1.3907,2.0802,3.4805,5.1975,
1180,43:20.5,47.0662,39.337,37.4829,43.4734,-1.3765,2.1251,3.5226,5.2695,
1181,43:21.5,47.096,39.3252,37.5467,43.4771,-1.3615,2.1662,3.5796,5.305,
1182,43:22.5,47.1232,39.3598,37.5558,43.4861,-1.3605,2.1298,3.6525,5.3545,
1183,43:23.5,47.1259,39.3725,37.5813,43.5015,-1.3605,2.1167,3.6768,5.3797,
1184,43:24.5,47.1449,39.3898,37.6961,43.5233,-1.3313,2.0672,3.687,5.4217,
1185,43:25.5,47.1431,39.3925,37.708,43.5115,-1.3473,1.9476,3.7403,5.4703,
1186,43:26.5,47.1819,39.388,37.8037,43.5188,-1.3416,2.184,3.7935,5.4928,
1187,43:27.5,47.2,39.4007,37.8201,43.5514,-1.3332,2.0691,3.8085,5.5254,
1188,43:28.5,47.2298,39.468,37.8665,43.5451,-1.3021,2.0691,3.8552,5.5825,
1189,43:29.5,47.2298,39.4307,37.8975,43.5578,-1.2955,1.9364,3.8646,5.5993,
1190,43:30.5,47.2715,39.4617,37.9868,43.5777,-1.2192,1.8075,3.8758,5.646,
1191,43:31.5,47.3112,39.4763,37.9896,43.6022,-1.2493,2.1317,3.9048,5.6656,
1192,43:32.5,47.3366,39.5008,38.0014,43.6312,-1.2465,2.1429,3.9412,5.6815,
1193,43:33.5,47.3745,39.5272,38.0306,43.6412,-1.2653,2.1074,3.9393,5.7095,
1194,43:34.5,47.3591,39.4908,38.015,43.6258,-1.2606,2.1074,3.9552,5.7338,
1195,43:35.5,47.3962,39.4917,38.0697,43.6566,-1.1769,2.0579,3.972,5.744,
1196,43:36.5,47.4342,39.4945,38.0852,43.6702,-1.0903,2.0514,3.9898,5.7627,
1197,43:37.5,47.4649,39.5945,38.1362,43.6884,-1.0903,1.9178,3.9926,5.787,
1198,43:38.5,47.4921,39.5882,38.16,43.7174,-1.126,2.0149,4.0019,5.8216,
1199,43:39.5,47.5075,39.5673,38.2028,43.7292,-1.1355,2.0149,4.0215,5.8458,
1200,43:40.5,47.5554,39.6301,38.3012,43.7555,-1.1392,1.9673,4.0131,5.8636,
1201,43:41.5,47.5916,39.6565,38.3294,43.8009,-1.1675,1.886,4.0346,5.8785,
1202,43:42.5,47.6142,39.6519,38.3386,43.8099,-1.0574,1.9392,4.0533,5.8897,
1203,43:43.5,47.6386,39.6438,38.3804,43.8371,-1.0912,2.0953,4.0664,5.9402,
1204,43:44.5,47.6811,39.6647,38.3595,43.8444,-1.0969,2.07,4.0953,5.9448,
1205,43:45.5,47.691,39.6647,38.3595,43.8562,-1.1317,2.0859,4.0888,5.9532,
1206,43:46.5,47.7145,39.6501,38.3522,43.8761,-1.1308,1.9523,4.1131,5.9607,
1207,43:47.5,47.7299,39.6902,38.385,43.8897,-1.0808,2.0056,4.1281,5.9953,
1208,43:48.5,47.757,39.6902,38.4214,43.9097,-1.0517,1.9925,4.1365,6.0224,
1209,43:49.5,47.7714,39.6892,38.4478,43.9069,-1.0818,1.9916,4.157,6.0289,
1210,43:50.5,47.794,39.6701,38.4478,43.9387,-1.0658,1.9832,4.1692,6.0392,
1211,43:51.5,47.8003,39.7192,38.4387,43.9259,-1.0752,1.8851,4.1626,6.0532,
1212,43:52.5,47.8283,39.701,38.4578,43.9404,-1.0385,1.7907,4.1206,6.0654,
1213,43:53.5,47.8491,39.7492,38.4742,43.9595,-1.0376,1.8804,4.086,6.0719,
1214,43:54.5,47.8708,39.8029,38.4778,43.9631,-1.0705,1.7982,4.0355,6.0672,
1215,43:55.5,47.9088,39.8111,38.5516,43.9921,-1.0348,1.857,3.9094,6.0635,
1216,43:56.5,47.9223,39.7547,38.5434,44.0057,-1.0414,1.8533,3.7908,6.0616,
1217,43:57.5,47.9404,39.7466,38.6145,44.0211,-1.0179,1.8561,3.6516,6.0784,
1218,43:58.5,47.9702,39.7757,38.6054,44.0365,-0.9417,1.843,3.5058,6.0868,
1219,43:59.5,47.9874,39.8048,38.6354,44.0683,-0.9454,1.8449,3.3283,6.0887,
1220,44:00.5,47.9964,39.8521,38.6636,44.0656,-0.9379,1.8271,3.262,6.0933,
1221,44:01.5,48.0154,39.8311,38.6855,44.0791,-0.9417,1.8271,3.1499,6.0887,
1222,44:02.5,48.028,39.8138,38.6982,44.0791,-1.0085,1.7421,2.8135,6.0905,
1223,44:03.5,48.0542,39.8447,38.6982,44.1117,-0.9962,1.8253,2.6781,6.0859,
1224,44:04.5,48.0659,39.8483,38.7409,44.0999,-0.9925,1.8972,2.6472,6.084,
1225,44:05.5,48.0569,39.851,38.7181,44.0854,-0.9803,1.7374,2.5145,6.0485,
1226,44:06.5,48.0885,39.8929,38.7237,44.1217,-0.9483,1.7131,2.4491,6.0494,
1227,44:07.5,48.0948,39.8383,38.72,44.1189,-0.9116,1.8504,1.7858,6.0643,
1228,44:08.5,48.131,39.8392,38.7537,44.137,-0.9398,1.7608,1.1431,6.027,
1229,44:09.5,48.1264,39.8647,38.7582,44.1443,-0.8721,1.6767,0.9712,6.0392,
1230,44:10.5,48.1427,39.8246,38.7755,44.1569,-0.9022,1.6926,0.8451,6.0149,
1231,44:11.5,48.1734,39.8592,38.8091,44.1714,-0.8834,1.6543,0.7788,5.9962,
1232,44:12.5,48.1887,39.8965,38.8292,44.1723,-0.8834,1.7309,0.6667,6.0055,
1233,44:13.5,48.2258,39.8965,38.8528,44.2022,-0.9069,1.7496,0.4826,5.9672,
1234,44:14.5,48.2312,39.901,38.8829,44.2086,-0.9032,1.7346,0.1567,5.942,
1235,44:15.5,48.252,39.9037,38.8865,44.2367,-0.9154,1.6664,-0.1221,5.9187,
1236,44:16.5,48.2854,39.9383,38.9339,44.2584,-0.9097,1.7421,-0.2741,5.9093,
1237,44:17.5,48.298,39.9356,38.9466,44.2639,-0.8815,1.6749,-0.2937,5.9234,
1238,44:18.5,48.3098,39.9801,38.9776,44.2711,-0.8702,1.6291,-0.3557,5.8748,
1239,44:19.5,48.3459,39.9538,39.0312,44.291,-0.8778,1.701,-0.5867,5.8299,
1240,44:20.5,48.3712,39.9774,39.0394,44.3155,-0.8552,1.6786,-0.6975,5.8047,
1241,44:21.5,48.3929,40.0001,39.0504,44.3282,-0.8721,1.6879,-0.7079,5.7561,
1242,44:22.5,48.4092,40.0083,39.0631,44.3463,-0.8834,1.5935,-0.7079,5.7393,
1243,44:23.5,48.4218,40.0574,39.1113,44.359,-0.937,1.6646,-0.7022,5.6964,
1244,44:24.5,48.457,40.0238,39.1359,44.3644,-0.9238,1.7216,-0.7576,5.6768,
1245,44:25.5,48.4787,40.0383,39.1459,44.3871,-0.9417,1.6253,-0.8892,5.6198,
1246,44:26.5,48.4923,40.0693,39.1687,44.4025,-0.9661,1.6309,-0.9306,5.56,
1247,44:27.5,48.5013,40.0456,39.176,44.4143,-0.9708,1.6487,-0.9118,5.5031,
1248,44:28.5,48.5157,40.0565,39.1769,44.4342,-0.9849,1.6487,-0.9062,5.4835,
1249,44:29.5,48.532,40.0647,39.1568,44.4369,-1.0489,1.7328,-0.9974,5.448,
1250,44:30.5,48.5609,40.0683,39.1523,44.4686,-1.0376,1.5702,-0.9833,5.3826,
1251,44:31.5,48.5681,40.122,39.1805,44.4967,-1.0743,1.5954,-1.0425,5.3303,
1252,44:32.5,48.5979,40.1302,39.1468,44.4985,-1.127,1.545,-1.1611,5.2527,
1253,44:33.5,48.5961,40.1229,39.1304,44.4931,-1.159,1.5478,-1.1724,5.2527,
1254,44:34.5,48.6187,40.1147,39.1295,44.5266,-1.1589,1.5955,-1.1234,5.1846,
1255,44:35.5,48.6612,40.1393,39.1332,44.5538,-1.174,1.6301,-1.1243,5.0716,
1256,44:36.5,48.6666,40.143,39.1205,44.5556,-1.2041,1.5759,-1.1883,4.9586,
1257,44:37.5,48.701,40.2257,39.1269,44.5865,-1.2709,1.6058,-1.2579,4.8876,
1258,44:38.5,48.7398,40.2412,39.1242,44.6074,-1.286,1.5638,-1.2645,4.7988,
1259,44:39.5,48.748,40.2394,39.1133,44.6309,-1.3114,1.5152,-1.2946,4.6831,
1260,44:40.5,48.7616,40.2367,39.1151,44.6545,-1.3283,1.5068,-1.3201,4.5494,
1261,44:41.5,48.8013,40.2413,39.1233,44.6636,-1.3877,1.546,-1.3794,4.4373,
1262,44:42.5,48.804,40.2149,39.0614,44.6771,-1.463,1.5358,-1.4095,4.4112,
1263,44:43.5,48.8203,40.2558,39.0496,44.6944,-1.4583,1.5806,-1.4999,4.3225,
1264,44:44.5,48.8302,40.2722,39.066,44.6989,-1.495,1.6086,-1.4999,4.2776,
1265,44:45.5,48.8491,40.3031,39.0323,44.6898,-1.5364,1.5451,-1.6337,4.2001,
1266,44:46.5,48.8609,40.3085,39.0032,44.7098,-1.5713,1.5461,-1.6488,4.1599,
1267,44:47.5,48.8744,40.3367,38.9659,44.7396,-1.609,1.4993,-1.6318,4.0898,
1268,44:48.5,48.8835,40.3422,38.9058,44.7469,-1.7089,1.519,-1.6318,4.0151,
1269,44:49.5,48.8835,40.3576,38.8994,44.7532,-1.7202,1.6208,-1.6431,3.9861,
1270,44:50.5,48.8961,40.3676,38.8803,44.755,-1.7438,1.5806,-1.6253,3.8871,
1271,44:51.5,48.897,40.3695,38.873,44.765,-1.8032,1.4694,-1.6734,3.859,
1272,44:52.5,48.916,40.3322,38.843,44.7849,-1.8164,1.4619,-1.7412,3.7918,
1273,44:53.5,48.9124,40.3395,38.8057,44.7931,-1.8825,1.4535,-1.7827,3.7105,
1274,44:54.5,48.9133,40.3558,38.7884,44.7931,-1.9419,1.4666,-1.8035,3.6712,
1275,44:55.5,48.9214,40.3695,38.7911,44.8103,-1.9627,1.488,-1.7818,3.632,
1276,44:56.5,48.9313,40.3949,38.7875,44.8284,-1.9957,1.347,-1.8139,3.5581,
1277,44:57.5,48.9404,40.3867,38.7674,44.823,-1.9967,1.3647,-1.8271,3.5021,
1278,44:58.5,48.9557,40.374,38.7319,44.8411,-2.0221,1.2264,-1.8196,3.4759,
1279,44:59.5,48.9422,40.3949,38.7501,44.8429,-2.0363,1.3236,-1.7809,3.4703,
1280,45:00.5,48.9566,40.4167,38.7501,44.8474,-2.0165,1.3311,-1.7488,3.4432,
1281,45:01.5,48.9294,40.4021,38.7064,44.8274,-2.0863,1.2246,-1.7517,3.4143,
1282,45:02.5,48.9484,40.3957,38.69,44.8419,-2.1297,1.2208,-1.7639,3.4115,
1283,45:03.5,48.933,40.4021,38.6553,44.8428,-2.1552,1.2302,-1.7366,3.3975,
1284,45:04.5,48.9629,40.4348,38.6954,44.8664,-2.1127,1.1526,-1.6998,3.3909,
1285,45:05.5,48.9818,40.4348,38.7,44.8709,-2.1212,1.2647,-1.6555,3.3778,
1286,45:06.5,48.9881,40.4439,38.6763,44.8899,-2.1429,1.1685,-1.6395,3.3993,
1287,45:07.5,48.9899,40.4448,38.669,44.8818,-2.1741,1.4348,-1.5509,3.3881,
1288,45:08.5,48.9854,40.493,38.6535,44.8872,-2.1609,1.4123,-1.3757,3.3862,
1289,45:09.5,48.9935,40.5112,38.6562,44.8944,-2.1363,1.2096,-1.2336,3.3947,
1290,45:10.5,48.9989,40.5211,38.6508,44.8944,-2.1769,1.3124,-1.1536,3.39,
1291,45:11.5,48.9998,40.4939,38.6581,44.9035,-2.1873,1.2713,-1.0651,3.4003,
1292,45:12.5,48.9935,40.5266,38.6362,44.9134,-2.158,1.205,-0.9174,3.4199,
1293,45:13.5,49.0134,40.5293,38.6535,44.9343,-2.175,1.2545,-0.7792,3.432,
1294,45:14.5,49.0134,40.5411,38.6462,44.9424,-2.1967,1.2012,-0.6186,3.4451,
1295,45:15.5,49.017,40.5602,38.6526,44.9406,-2.1967,1.1657,-0.6186,3.4666,
1296,45:16.5,49.0206,40.6275,38.6763,44.9551,-2.1628,1.3002,-0.4617,3.4881,
1297,45:17.5,49.0234,40.5839,38.6645,44.9696,-2.1977,1.2638,-0.32,3.5105,
1298,45:18.5,49.0188,40.5921,38.6881,44.9877,-2.2176,1.1844,-0.1896,3.5114,
1299,45:19.5,48.9989,40.6066,38.6681,44.9669,-2.2109,1.2143,-0.0509,3.5553,
1300,45:20.5,49.0043,40.5793,38.6535,44.9669,-2.193,1.2171,-0.0509,3.56,
1301,45:21.5,48.9772,40.6165,38.6662,44.9705,-2.1883,1.1414,0.0904,3.5889,
1302,45:22.5,49.0071,40.5975,38.6763,44.9886,-2.2015,1.3199,0.2585,3.6338,
1303,45:23.5,49.0107,40.6211,38.679,45.0058,-2.193,1.1003,0.3902,3.6684,
1304,45:24.5,49.0152,40.6375,38.7063,45.0085,-2.192,1.3217,0.4631,3.6992,
1305,45:25.5,49.0034,40.6265,38.6808,45.0067,-2.2071,1.1639,0.5994,3.7328,
1306,45:26.5,48.998,40.6593,38.6862,45.004,-2.1807,1.1639,0.6433,3.7422,
1307,45:27.5,49.0124,40.6738,38.6853,45.0112,-2.1571,1.2012,0.7835,3.7665,
1308,45:28.5,49.007,40.6629,38.6862,45.0384,-2.1703,1.2339,0.8909,3.8048,
1309,45:29.5,49.026,40.6929,38.7245,45.0475,-2.1873,1.0835,0.9432,3.8422,
1310,45:30.5,49.0278,40.7193,38.7336,45.0592,-2.1996,1.1461,1.0572,3.8777,
1311,45:31.5,49.026,40.7211,38.7336,45.0511,-2.2203,1.1031,1.1254,3.8777,
1312,45:32.5,49.0522,40.7521,38.7501,45.0937,-2.1646,1.1274,1.2216,3.9365,
1313,45:33.5,49.0459,40.7375,38.7455,45.0728,-2.1911,1.2311,1.2823,3.9758,
1314,45:34.5,49.0667,40.7175,38.7637,45.0964,-2.1514,1.1732,1.4094,4.0328,
1315,45:35.5,49.0911,40.7657,38.781,45.1236,-2.0598,1.2153,1.5187,4.0721,
1316,45:36.5,49.082,40.7502,38.7682,45.1072,-2.0721,1.1527,1.5617,4.0842,
1317,45:37.5,49.0991,40.7766,38.7764,45.1181,-2.0532,1.15,1.6729,4.1608,
1318,45:38.5,49.1082,40.8129,38.7901,45.1308,-2.0758,1.092,1.7271,4.1973,
1319,45:39.5,49.11,40.8047,38.7992,45.1407,-2.0928,1.1546,1.8074,4.2599,
1320,45:40.5,49.1262,40.7756,38.8128,45.1607,-2.0541,1.1565,1.8841,4.2664,
1321,45:41.5,49.138,40.8111,38.8192,45.1679,-2.0739,1.192,1.9756,4.3066,
1322,45:42.5,49.1488,40.8583,38.7964,45.1788,-2.0739,1.1444,1.9756,4.3206,
1323,45:43.5,49.1406,40.871,38.8128,45.1588,-2.0635,1.1126,2.0438,4.3757,
1324,45:44.5,49.1506,40.8747,38.8255,45.1824,-2.056,1.179,2.1382,4.4028,
1325,45:45.5,49.1704,40.8456,38.8182,45.1724,-2.0588,0.9342,2.2092,4.4617,
1326,45:46.5,49.1903,40.8847,38.8602,45.2005,-2.0361,1.121,2.2438,4.486,
1327,45:47.5,49.1903,40.9047,38.8483,45.2005,-2.0352,1.1014,2.2821,4.5009,
1328,45:48.5,49.2292,40.9347,38.8811,45.2295,-2.0418,1.0164,2.3213,4.5242,
1329,45:49.5,49.2662,40.942,38.8857,45.2612,-2.0022,0.9855,2.3857,4.5672,
1330,45:50.5,49.2653,40.922,38.8766,45.2268,-2.0352,0.9725,2.4353,4.5934,
1331,45:51.5,49.2978,40.9584,38.9012,45.2667,-1.9692,1.079,2.4708,4.6317,
1332,45:52.5,49.2996,40.9629,38.9149,45.2821,-1.9258,1.1285,2.5278,4.6625,
1333,45:53.5,49.3394,40.9947,38.9194,45.2757,-1.9758,1.1285,2.5782,4.6831,
1334,45:54.5,49.3683,41.0138,38.944,45.2957,-1.9965,1.1407,2.6315,4.727,
1335,45:55.5,49.3918,41.0529,38.9486,45.2875,-1.9824,1.0258,2.6586,4.7532,
1336,45:56.5,49.3999,41.0429,38.9477,45.3066,-2.0041,1.0566,2.709,4.7896,
1337,45:57.5,49.4044,41.0192,38.9549,45.302,-2.0059,0.937,2.7698,4.8176,
1338,45:58.5,49.417,41.0192,38.9604,45.3237,-2.0258,0.9454,2.7866,4.8204,
1339,45:59.5,49.435,41.0256,38.9476,45.2992,-2.0144,1.0202,2.837,4.8615,
1340,46:00.5,49.4459,41.0083,38.9622,45.3074,-1.989,1.0342,2.8567,4.8998,
1341,46:01.5,49.4576,41.0546,38.9549,45.3201,-1.9937,0.9902,2.8987,4.9073,
1342,46:02.5,49.4756,41.0364,38.9603,45.3173,-1.989,0.9762,2.936,4.9213,
1343,46:03.5,49.4819,41.0446,38.9767,45.3273,-1.9711,0.9557,2.9557,4.9502,
1344,46:04.5,49.4891,41.0736,38.9757,45.3164,-1.9315,0.9108,2.964,4.9577,
1345,46:05.5,49.5062,41.0818,38.9785,45.3173,-1.8909,0.8781,2.9977,4.9791,
1346,46:06.5,49.5144,41.0746,38.9739,45.3245,-1.9542,0.8892,3.0341,4.9968,
1347,46:07.5,49.5424,41.0791,38.9721,45.3462,-1.9655,0.9098,3.0592,5.0015,
1348,46:08.5,49.5577,41.0509,38.9885,45.3571,-1.9693,0.9023,3.1088,5.0267,
1349,46:09.5,49.5577,41.0973,39.0048,45.3571,-1.9598,0.9098,3.1247,5.065,
1350,46:10.5,49.5748,41.0718,39.0058,45.3535,-1.9296,0.865,3.164,5.1155,
1351,46:11.5,49.5947,41.0591,39.0048,45.3725,-1.8485,0.8482,3.1985,5.1221,
1352,46:12.5,49.6173,41.11,39.0476,45.3987,-1.8654,0.9743,3.2369,5.1763,
1353,46:13.5,49.6155,41.0691,39.1004,45.3879,-1.8551,0.8052,3.2378,5.1846,
1354,46:14.5,49.6489,41.0791,39.094,45.4069,-1.8466,0.7071,3.2471,5.2052,
1355,46:15.5,49.6705,41.1054,39.084,45.4105,-1.8636,0.7566,3.2695,5.2407,
1356,46:16.5,49.6804,41.1073,39.1805,45.4214,-1.8815,0.7426,3.277,5.2378,
1357,46:17.5,49.6768,41.1109,39.2306,45.4096,-1.874,0.8613,3.3106,5.2715,
1358,46:18.5,49.6976,41.1627,39.1987,45.4404,-1.8702,0.8108,3.3144,5.2949,
1359,46:19.5,49.7039,41.1418,39.1923,45.4304,-1.8532,0.8136,3.3172,5.3135,
1360,46:20.5,49.7057,41.1572,39.2333,45.4458,-1.8626,0.8183,3.3209,5.3238,
1361,46:21.5,49.7472,41.1818,39.3006,45.4639,-1.8127,0.9023,3.1322,5.3228,
1362,46:22.5,49.7355,41.2263,39.3734,45.4857,-1.8373,0.7519,3.0284,5.3172,
1363,46:23.5,49.7581,41.2126,39.4408,45.5029,-1.8071,0.6613,2.9976,5.3424,
1364,46:24.5,49.7635,41.2544,39.4471,45.4929,-1.7458,0.5343,2.8733,5.3424,
1365,46:25.5,49.7878,41.2299,39.428,45.5119,-1.7911,0.6435,2.6753,5.362,
1366,46:26.5,49.8149,41.2208,39.4717,45.5273,-1.7835,0.7706,2.4174,5.3667,
1367,46:27.5,49.8203,41.2799,39.4417,45.549,-1.8175,0.7519,2.2903,5.3882,
1368,46:28.5,49.8366,41.2708,39.4935,45.5481,-1.7882,0.6202,2.196,5.4088,
1369,46:29.5,49.8465,41.2671,39.5872,45.5671,-1.7363,0.809,2.0064,5.421,
1370,46:30.5,49.8582,41.298,39.5909,45.5843,-1.724,0.8893,1.8738,5.4481,
1371,46:31.5,49.8781,41.3062,39.5945,45.5816,-1.7438,0.8034,1.7729,5.4593,
1372,46:32.5,49.9024,41.2953,39.6682,45.5898,-1.7136,0.8034,1.6757,5.4369,
1373,46:33.5,49.9341,41.3235,39.7201,45.636,-1.7212,0.8025,1.4496,5.4556,
1374,46:34.5,49.9702,41.3726,39.7301,45.6614,-1.7288,0.6361,1.2908,5.4256,
1375,46:35.5,49.9955,41.3708,39.7911,45.684,-1.7137,0.6716,1.1553,5.4266,
1376,46:36.5,50.0253,41.3854,39.8112,45.7094,-1.6939,0.7707,0.9143,5.4331,
1377,46:37.5,50.0226,41.3881,39.8566,45.6967,-1.7353,0.7361,0.4276,5.4182,
1378,46:38.5,50.0451,41.4344,39.8975,45.7121,-1.675,0.723,0.1428,5.4088,
1379,46:39.5,50.0596,41.4299,39.9685,45.7437,-1.6985,0.7866,-0.151,5.4406,
1380,46:40.5,50.0767,41.458,39.9966,45.7447,-1.6533,0.6792,-0.3452,5.4247,
1381,46:41.5,50.1056,41.4581,40.0421,45.7574,-1.6288,0.6698,-0.6288,5.4126,
1382,46:42.5,50.1155,41.4753,40.084,45.7782,-1.6203,0.6521,-0.9314,5.4266,
1383,46:43.5,50.1516,41.4971,40.0794,45.7963,-1.6448,0.6493,-1.0377,5.4042,
1384,46:44.5,50.1688,41.5271,40.1213,45.8135,-1.6316,0.7763,-1.0772,5.3809,
1385,46:45.5,50.194,41.508,40.1576,45.8144,-1.6127,0.6297,-1.1346,5.3706,
1386,46:46.5,50.2039,41.5498,40.1886,45.8171,-1.6052,0.7296,-1.1967,5.3622,
1387,46:47.5,50.2418,41.548,40.1958,45.8289,-1.6297,0.7082,-1.3501,5.3435,
1388,46:48.5,50.2617,41.5362,40.214,45.8551,-1.608,0.6615,-1.3737,5.3202,
1389,46:49.5,50.2752,41.5434,40.2922,45.8578,-1.6005,0.6997,-1.3897,5.2893,
1390,46:50.5,50.3158,41.5416,40.2522,45.8687,-1.6193,0.6418,-1.3991,5.2604,
1391,46:51.5,50.3257,41.538,40.2522,45.8949,-1.5684,0.6418,-1.4161,5.2417,
1392,46:52.5,50.3429,41.548,40.3222,45.8976,-1.5854,0.7324,-1.5008,5.2155,
1393,46:53.5,50.3763,41.5561,40.3004,45.9166,-1.5929,0.5821,-1.5583,5.1305,
1394,46:54.5,50.4033,41.5352,40.2949,45.9176,-1.5816,0.6755,-1.5705,5.0063,
1395,46:55.5,50.4358,41.5552,40.3167,45.9501,-1.6269,0.6605,-1.612,4.854,
1396,46:56.5,50.4484,41.5552,40.3404,45.9212,-1.6213,0.6605,-1.5979,4.854,
1397,46:57.5,50.4647,41.6015,40.3131,45.9474,-1.6656,0.596,-1.6498,4.7512,
1398,46:58.5,50.4809,41.6097,40.3786,45.9655,-1.6807,0.5689,-1.695,4.6737,
1399,46:59.5,50.5061,41.637,40.3695,45.9872,-1.7184,0.653,-1.7252,4.5793,
1400,47:00.5,50.5043,41.6215,40.3367,45.97,-1.7684,0.6184,-1.8195,4.5372,
1401,47:01.5,50.5332,41.5979,40.3076,45.9818,-1.7816,0.5913,-1.8997,4.4933,
1402,47:02.5,50.544,41.6006,40.3167,45.9899,-1.8325,0.5278,-1.9346,4.1075,
1403,47:03.5,50.5313,41.5969,40.2885,46.0025,-1.8108,0.5464,-1.928,3.3639,
1404,47:04.5,50.5629,41.6214,40.2767,46.0007,-1.824,0.6333,-1.9336,2.9379,
1405,47:05.5,50.5556,41.6396,40.3021,46.0088,-1.8938,0.5904,-1.9355,2.8229,
1406,47:06.5,50.5664,41.6386,40.2975,45.9961,-1.957,0.5418,-2.0091,2.4754,
1407,47:07.5,50.5664,41.6468,40.2811,45.9988,-1.957,0.5754,-2.0091,2.4268,
1408,47:08.5,50.5809,41.6105,40.302,46.0007,-2.0203,0.5567,-2.0526,2.3268,
1409,47:09.5,50.5935,41.6087,40.293,46.0287,-2.0948,0.5343,-2.1498,2.3006,
1410,47:10.5,50.6314,41.6605,40.2748,46.0487,-2.1269,0.5287,-2.2064,2.2109,
